model,location_key,sec_condition,sec_illumination,sec_weather,pixel_agreement_masked,conf_threshold
SegFormer-B5,754244,Sunset-RAIN,Sunset,RAIN,0.9567329287528992,0.8
SegFormer-B5,754244,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9662991762161255,0.8
SegFormer-B5,754244,Night-FOGGY,Night,FOGGY,0.690770149230957,0.8
SegFormer-B5,754244,Night-RAIN,Night,RAIN,0.7065829634666443,0.8
SegFormer-B5,7601172,Day-FOGGY,Day,FOGGY,0.923162043094635,0.8
SegFormer-B5,7601172,Day-RAIN,Day,RAIN,0.8101234436035156,0.8
SegFormer-B5,7601172,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9747820496559143,0.8
SegFormer-B5,7601172,Sunset-FOGGY,Sunset,FOGGY,0.6194279193878174,0.8
SegFormer-B5,7601172,Sunset-RAIN,Sunset,RAIN,0.9534425735473633,0.8
SegFormer-B5,7601172,Night-EXTRASUNNY,Night,EXTRASUNNY,0.7984387874603271,0.8
SegFormer-B5,7601172,Night-FOGGY,Night,FOGGY,0.7363163828849792,0.8
SegFormer-B5,7601172,Night-RAIN,Night,RAIN,0.5809545516967773,0.8
SegFormer-B5,764275,Day-FOGGY,Day,FOGGY,0.791176438331604,0.8
SegFormer-B5,764275,Day-RAIN,Day,RAIN,0.9168885350227356,0.8
SegFormer-B5,764275,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.8986024260520935,0.8
SegFormer-B5,764275,Sunset-FOGGY,Sunset,FOGGY,0.6265478730201721,0.8
SegFormer-B5,764275,Sunset-RAIN,Sunset,RAIN,0.7658106088638306,0.8
SegFormer-B5,764275,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8082405924797058,0.8
SegFormer-B5,764275,Night-FOGGY,Night,FOGGY,0.5903864502906799,0.8
SegFormer-B5,764275,Night-RAIN,Night,RAIN,0.6147319674491882,0.8
SegFormer-B5,80078,Day-FOGGY,Day,FOGGY,0.9776360988616943,0.8
SegFormer-B5,80078,Day-RAIN,Day,RAIN,0.9757101535797119,0.8
SegFormer-B5,80078,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9622877836227417,0.8
SegFormer-B5,80078,Sunset-FOGGY,Sunset,FOGGY,0.9711101055145264,0.8
SegFormer-B5,80078,Sunset-RAIN,Sunset,RAIN,0.9801166653633118,0.8
SegFormer-B5,80078,Night-EXTRASUNNY,Night,EXTRASUNNY,0.7287617325782776,0.8
SegFormer-B5,80078,Night-FOGGY,Night,FOGGY,0.6291730403900146,0.8
SegFormer-B5,80078,Night-RAIN,Night,RAIN,0.7255114912986755,0.8
SegFormer-B5,802754,Day-FOGGY,Day,FOGGY,0.9725608825683594,0.8
SegFormer-B5,802754,Day-RAIN,Day,RAIN,0.9658521413803101,0.8
SegFormer-B5,802754,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.985476016998291,0.8
SegFormer-B5,802754,Sunset-FOGGY,Sunset,FOGGY,0.9388315081596375,0.8
SegFormer-B5,802754,Sunset-RAIN,Sunset,RAIN,0.9658818244934082,0.8
SegFormer-B5,802754,Night-EXTRASUNNY,Night,EXTRASUNNY,0.7547690272331238,0.8
SegFormer-B5,802754,Night-FOGGY,Night,FOGGY,0.7099015116691589,0.8
SegFormer-B5,802754,Night-RAIN,Night,RAIN,0.7128409147262573,0.8
SegFormer-B5,807294,Day-FOGGY,Day,FOGGY,0.9649595022201538,0.8
SegFormer-B5,807294,Day-RAIN,Day,RAIN,0.9191316366195679,0.8
SegFormer-B5,807294,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.833856999874115,0.8
SegFormer-B5,807294,Sunset-FOGGY,Sunset,FOGGY,0.8869417905807495,0.8
SegFormer-B5,807294,Sunset-RAIN,Sunset,RAIN,0.9311096668243408,0.8
SegFormer-B5,807294,Night-EXTRASUNNY,Night,EXTRASUNNY,0.7365906834602356,0.8
SegFormer-B5,807294,Night-FOGGY,Night,FOGGY,0.7165645956993103,0.8
SegFormer-B5,807294,Night-RAIN,Night,RAIN,0.7700891494750977,0.8
SegFormer-B5,8211195,Day-FOGGY,Day,FOGGY,0.9610100984573364,0.8
SegFormer-B5,8211195,Day-RAIN,Day,RAIN,0.9847820997238159,0.8
SegFormer-B5,8211195,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9617185592651367,0.8
SegFormer-B5,8211195,Sunset-FOGGY,Sunset,FOGGY,0.9333451390266418,0.8
SegFormer-B5,8211195,Sunset-RAIN,Sunset,RAIN,0.9598400592803955,0.8
SegFormer-B5,8211195,Night-EXTRASUNNY,Night,EXTRASUNNY,0.720966637134552,0.8
SegFormer-B5,8211195,Night-FOGGY,Night,FOGGY,0.5408645868301392,0.8
SegFormer-B5,8211195,Night-RAIN,Night,RAIN,0.7244156002998352,0.8
SegFormer-B5,840214,Day-FOGGY,Day,FOGGY,0.982888400554657,0.8
SegFormer-B5,840214,Day-RAIN,Day,RAIN,0.9452212452888489,0.8
SegFormer-B5,840214,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9794259071350098,0.8
SegFormer-B5,840214,Sunset-FOGGY,Sunset,FOGGY,0.9725084900856018,0.8
SegFormer-B5,840214,Sunset-RAIN,Sunset,RAIN,0.9568812251091003,0.8
SegFormer-B5,840214,Night-EXTRASUNNY,Night,EXTRASUNNY,0.7694077491760254,0.8
SegFormer-B5,840214,Night-FOGGY,Night,FOGGY,0.767213761806488,0.8
SegFormer-B5,840214,Night-RAIN,Night,RAIN,0.7529570460319519,0.8
SegFormer-B5,849953,Day-FOGGY,Day,FOGGY,0.9508218169212341,0.8
SegFormer-B5,849953,Day-RAIN,Day,RAIN,0.9709275960922241,0.8
SegFormer-B5,849953,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9462093710899353,0.8
SegFormer-B5,849953,Sunset-FOGGY,Sunset,FOGGY,0.8678126931190491,0.8
SegFormer-B5,849953,Sunset-RAIN,Sunset,RAIN,0.9555709958076477,0.8
SegFormer-B5,849953,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8441999554634094,0.8
SegFormer-B5,849953,Night-FOGGY,Night,FOGGY,0.8201327919960022,0.8
SegFormer-B5,849953,Night-RAIN,Night,RAIN,0.8311917781829834,0.8
SegFormer-B5,863810,Day-FOGGY,Day,FOGGY,0.9849764108657837,0.8
SegFormer-B5,863810,Day-RAIN,Day,RAIN,0.9641595482826233,0.8
SegFormer-B5,863810,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9571307897567749,0.8
SegFormer-B5,863810,Sunset-FOGGY,Sunset,FOGGY,0.963602602481842,0.8
SegFormer-B5,863810,Sunset-RAIN,Sunset,RAIN,0.9553448557853699,0.8
SegFormer-B5,863810,Night-EXTRASUNNY,Night,EXTRASUNNY,0.6936914324760437,0.8
SegFormer-B5,863810,Night-FOGGY,Night,FOGGY,0.9530688524246216,0.8
SegFormer-B5,863810,Night-RAIN,Night,RAIN,0.5866108536720276,0.8
SegFormer-B5,871354,Day-FOGGY,Day,FOGGY,0.9757211804389954,0.8
SegFormer-B5,871354,Day-RAIN,Day,RAIN,0.9756566882133484,0.8
SegFormer-B5,871354,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9857128262519836,0.8
SegFormer-B5,871354,Sunset-FOGGY,Sunset,FOGGY,0.9631444811820984,0.8
SegFormer-B5,871354,Sunset-RAIN,Sunset,RAIN,0.9729907512664795,0.8
SegFormer-B5,871354,Night-EXTRASUNNY,Night,EXTRASUNNY,0.6518227458000183,0.8
SegFormer-B5,871354,Night-FOGGY,Night,FOGGY,0.7492798566818237,0.8
SegFormer-B5,871354,Night-RAIN,Night,RAIN,0.5644980072975159,0.8
SegFormer-B5,878,Day-FOGGY,Day,FOGGY,0.9191054105758667,0.8
SegFormer-B5,878,Day-RAIN,Day,RAIN,0.887084424495697,0.8
SegFormer-B5,878,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9616103768348694,0.8
SegFormer-B5,878,Sunset-FOGGY,Sunset,FOGGY,0.9121375679969788,0.8
SegFormer-B5,878,Sunset-RAIN,Sunset,RAIN,0.8993659615516663,0.8
SegFormer-B5,878,Night-EXTRASUNNY,Night,EXTRASUNNY,0.833626925945282,0.8
SegFormer-B5,878,Night-FOGGY,Night,FOGGY,0.7923834323883057,0.8
SegFormer-B5,878,Night-RAIN,Night,RAIN,0.832249641418457,0.8
SegFormer-B5,8791456,Day-FOGGY,Day,FOGGY,0.938424825668335,0.8
SegFormer-B5,8791456,Day-RAIN,Day,RAIN,0.9404252767562866,0.8
SegFormer-B5,8791456,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9649696350097656,0.8
SegFormer-B5,8791456,Sunset-FOGGY,Sunset,FOGGY,0.8895788788795471,0.8
SegFormer-B5,8791456,Sunset-RAIN,Sunset,RAIN,0.9328917264938354,0.8
SegFormer-B5,8791456,Night-EXTRASUNNY,Night,EXTRASUNNY,0.7153950333595276,0.8
SegFormer-B5,8791456,Night-FOGGY,Night,FOGGY,0.4992593824863434,0.8
SegFormer-B5,8791456,Night-RAIN,Night,RAIN,0.5031436681747437,0.8
SegFormer-B5,960645,Day-FOGGY,Day,FOGGY,0.9360600709915161,0.8
SegFormer-B5,960645,Day-RAIN,Day,RAIN,0.9194467663764954,0.8
SegFormer-B5,960645,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9417033195495605,0.8
SegFormer-B5,960645,Sunset-FOGGY,Sunset,FOGGY,0.9187862873077393,0.8
SegFormer-B5,960645,Sunset-RAIN,Sunset,RAIN,0.9293117523193359,0.8
SegFormer-B5,960645,Night-EXTRASUNNY,Night,EXTRASUNNY,0.7596384882926941,0.8
SegFormer-B5,960645,Night-FOGGY,Night,FOGGY,0.703874409198761,0.8
SegFormer-B5,960645,Night-RAIN,Night,RAIN,0.7231057286262512,0.8
SegFormer-B5,973598,Day-FOGGY,Day,FOGGY,0.9451676607131958,0.8
SegFormer-B5,973598,Day-RAIN,Day,RAIN,0.9286698698997498,0.8
SegFormer-B5,973598,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9759016036987305,0.8
SegFormer-B5,973598,Sunset-FOGGY,Sunset,FOGGY,0.8995952606201172,0.8
SegFormer-B5,973598,Sunset-RAIN,Sunset,RAIN,0.9351977705955505,0.8
SegFormer-B5,973598,Night-EXTRASUNNY,Night,EXTRASUNNY,0.5780724883079529,0.8
SegFormer-B5,973598,Night-FOGGY,Night,FOGGY,0.5018353462219238,0.8
SegFormer-B5,973598,Night-RAIN,Night,RAIN,0.5628141164779663,0.8
SegFormer-B5,988137,Day-FOGGY,Day,FOGGY,0.9280818104743958,0.8
SegFormer-B5,988137,Day-RAIN,Day,RAIN,0.9248256683349609,0.8
SegFormer-B5,988137,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9502890110015869,0.8
SegFormer-B5,988137,Sunset-FOGGY,Sunset,FOGGY,0.9053764343261719,0.8
SegFormer-B5,988137,Sunset-RAIN,Sunset,RAIN,0.9230333566665649,0.8
SegFormer-B5,988137,Night-EXTRASUNNY,Night,EXTRASUNNY,0.672061562538147,0.8
SegFormer-B5,988137,Night-FOGGY,Night,FOGGY,0.6788123846054077,0.8
SegFormer-B5,988137,Night-RAIN,Night,RAIN,0.6303489804267883,0.8
SegFormer-B5,9958,Day-FOGGY,Day,FOGGY,0.9810051321983337,0.8
SegFormer-B5,9958,Day-RAIN,Day,RAIN,0.9707844853401184,0.8
SegFormer-B5,9958,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.974946916103363,0.8
SegFormer-B5,9958,Sunset-FOGGY,Sunset,FOGGY,0.9315072298049927,0.8
SegFormer-B5,9958,Sunset-RAIN,Sunset,RAIN,0.9715156555175781,0.8
SegFormer-B5,9958,Night-EXTRASUNNY,Night,EXTRASUNNY,0.6571996212005615,0.8
SegFormer-B5,9958,Night-FOGGY,Night,FOGGY,0.7844517230987549,0.8
SegFormer-B5,9958,Night-RAIN,Night,RAIN,0.6241689920425415,0.8
Mask2Former-Swin-S,10231074,Day-FOGGY,Day,FOGGY,0.9742617607116699,0.8
Mask2Former-Swin-S,10231074,Day-RAIN,Day,RAIN,0.9694787859916687,0.8
Mask2Former-Swin-S,10231074,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9663767218589783,0.8
Mask2Former-Swin-S,10231074,Sunset-FOGGY,Sunset,FOGGY,0.9667829871177673,0.8
Mask2Former-Swin-S,10231074,Sunset-RAIN,Sunset,RAIN,0.9522711038589478,0.8
Mask2Former-Swin-S,10231074,Night-EXTRASUNNY,Night,EXTRASUNNY,0.887311577796936,0.8
Mask2Former-Swin-S,10231074,Night-FOGGY,Night,FOGGY,0.6062585711479187,0.8
Mask2Former-Swin-S,10231074,Night-RAIN,Night,RAIN,0.8245792984962463,0.8
Mask2Former-Swin-S,108359,Day-FOGGY,Day,FOGGY,0.9946104288101196,0.8
Mask2Former-Swin-S,108359,Day-RAIN,Day,RAIN,0.9869934320449829,0.8
Mask2Former-Swin-S,108359,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9850893616676331,0.8
Mask2Former-Swin-S,108359,Sunset-FOGGY,Sunset,FOGGY,0.9599637389183044,0.8
Mask2Former-Swin-S,108359,Sunset-RAIN,Sunset,RAIN,0.9735373854637146,0.8
Mask2Former-Swin-S,108359,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9324830174446106,0.8
Mask2Former-Swin-S,108359,Night-FOGGY,Night,FOGGY,0.5559627413749695,0.8
Mask2Former-Swin-S,108359,Night-RAIN,Night,RAIN,0.566957414150238,0.8
Mask2Former-Swin-S,10901081,Day-FOGGY,Day,FOGGY,0.9859462380409241,0.8
Mask2Former-Swin-S,10901081,Day-RAIN,Day,RAIN,0.9945505857467651,0.8
Mask2Former-Swin-S,10901081,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9874510765075684,0.8
Mask2Former-Swin-S,10901081,Sunset-FOGGY,Sunset,FOGGY,0.9826435446739197,0.8
Mask2Former-Swin-S,10901081,Sunset-RAIN,Sunset,RAIN,0.9887588024139404,0.8
Mask2Former-Swin-S,10901081,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9776719808578491,0.8
Mask2Former-Swin-S,10901081,Night-FOGGY,Night,FOGGY,0.9779326319694519,0.8
Mask2Former-Swin-S,10901081,Night-RAIN,Night,RAIN,0.9867119789123535,0.8
Mask2Former-Swin-S,11101250,Day-FOGGY,Day,FOGGY,0.993320643901825,0.8
Mask2Former-Swin-S,11101250,Day-RAIN,Day,RAIN,0.978972315788269,0.8
Mask2Former-Swin-S,11101250,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.978518545627594,0.8
Mask2Former-Swin-S,11101250,Sunset-FOGGY,Sunset,FOGGY,0.9604842662811279,0.8
Mask2Former-Swin-S,11101250,Sunset-RAIN,Sunset,RAIN,0.9915539622306824,0.8
Mask2Former-Swin-S,11101250,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9798331260681152,0.8
Mask2Former-Swin-S,11101250,Night-FOGGY,Night,FOGGY,0.8861448168754578,0.8
Mask2Former-Swin-S,11101250,Night-RAIN,Night,RAIN,0.8683034181594849,0.8
Mask2Former-Swin-S,11131433,Day-FOGGY,Day,FOGGY,0.9780672192573547,0.8
Mask2Former-Swin-S,11131433,Day-RAIN,Day,RAIN,0.9876538515090942,0.8
Mask2Former-Swin-S,11131433,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9858126640319824,0.8
Mask2Former-Swin-S,11131433,Sunset-FOGGY,Sunset,FOGGY,0.9805667400360107,0.8
Mask2Former-Swin-S,11131433,Sunset-RAIN,Sunset,RAIN,0.9824789762496948,0.8
Mask2Former-Swin-S,11131433,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9746068120002747,0.8
Mask2Former-Swin-S,11131433,Night-FOGGY,Night,FOGGY,0.9690781831741333,0.8
Mask2Former-Swin-S,11131433,Night-RAIN,Night,RAIN,0.5753432512283325,0.8
Mask2Former-Swin-S,1119803,Day-FOGGY,Day,FOGGY,0.9595951437950134,0.8
Mask2Former-Swin-S,1119803,Day-RAIN,Day,RAIN,0.9782940745353699,0.8
Mask2Former-Swin-S,1119803,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9727092385292053,0.8
Mask2Former-Swin-S,1119803,Sunset-FOGGY,Sunset,FOGGY,0.9180598855018616,0.8
Mask2Former-Swin-S,1119803,Sunset-RAIN,Sunset,RAIN,0.9660234451293945,0.8
Mask2Former-Swin-S,1119803,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8988098502159119,0.8
Mask2Former-Swin-S,1119803,Night-FOGGY,Night,FOGGY,0.6764989495277405,0.8
Mask2Former-Swin-S,1119803,Night-RAIN,Night,RAIN,0.6643659472465515,0.8
Mask2Former-Swin-S,112170,Day-FOGGY,Day,FOGGY,0.9945533871650696,0.8
Mask2Former-Swin-S,112170,Day-RAIN,Day,RAIN,0.9482000470161438,0.8
Mask2Former-Swin-S,112170,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.989612340927124,0.8
Mask2Former-Swin-S,112170,Sunset-FOGGY,Sunset,FOGGY,0.9718840718269348,0.8
Mask2Former-Swin-S,112170,Sunset-RAIN,Sunset,RAIN,0.9844716191291809,0.8
Mask2Former-Swin-S,112170,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9701943397521973,0.8
Mask2Former-Swin-S,112170,Night-FOGGY,Night,FOGGY,0.8349533081054688,0.8
Mask2Former-Swin-S,112170,Night-RAIN,Night,RAIN,0.6053634285926819,0.8
Mask2Former-Swin-S,1124819,Day-FOGGY,Day,FOGGY,0.9150635004043579,0.8
Mask2Former-Swin-S,1124819,Day-RAIN,Day,RAIN,0.9369239211082458,0.8
Mask2Former-Swin-S,1124819,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.8937920928001404,0.8
Mask2Former-Swin-S,1124819,Sunset-FOGGY,Sunset,FOGGY,0.9320728182792664,0.8
Mask2Former-Swin-S,1124819,Sunset-RAIN,Sunset,RAIN,0.9415113925933838,0.8
Mask2Former-Swin-S,1124819,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8945280909538269,0.8
Mask2Former-Swin-S,1124819,Night-FOGGY,Night,FOGGY,0.8244489431381226,0.8
Mask2Former-Swin-S,1124819,Night-RAIN,Night,RAIN,0.6139768958091736,0.8
Mask2Former-Swin-S,11281105,Day-FOGGY,Day,FOGGY,0.7952139377593994,0.8
Mask2Former-Swin-S,11281105,Day-RAIN,Day,RAIN,0.8110163807868958,0.8
Mask2Former-Swin-S,11281105,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.8239464163780212,0.8
Mask2Former-Swin-S,11281105,Sunset-FOGGY,Sunset,FOGGY,0.7720458507537842,0.8
Mask2Former-Swin-S,11281105,Sunset-RAIN,Sunset,RAIN,0.8082759976387024,0.8
Mask2Former-Swin-S,11281105,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9191506505012512,0.8
Mask2Former-Swin-S,11281105,Night-FOGGY,Night,FOGGY,0.7145994901657104,0.8
Mask2Former-Swin-S,11281105,Night-RAIN,Night,RAIN,0.8082759976387024,0.8
Mask2Former-Swin-S,1129575,Day-FOGGY,Day,FOGGY,0.9782967567443848,0.8
Mask2Former-Swin-S,1129575,Day-RAIN,Day,RAIN,0.9815518260002136,0.8
Mask2Former-Swin-S,1129575,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9832168817520142,0.8
Mask2Former-Swin-S,1129575,Sunset-FOGGY,Sunset,FOGGY,0.9588034152984619,0.8
Mask2Former-Swin-S,1129575,Sunset-RAIN,Sunset,RAIN,0.9689301252365112,0.8
Mask2Former-Swin-S,1129575,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9779248833656311,0.8
Mask2Former-Swin-S,1129575,Night-FOGGY,Night,FOGGY,0.9387043118476868,0.8
Mask2Former-Swin-S,1129575,Night-RAIN,Night,RAIN,0.6692477464675903,0.8
Mask2Former-Swin-S,1161197,Day-FOGGY,Day,FOGGY,0.9845613837242126,0.8
Mask2Former-Swin-S,1161197,Day-RAIN,Day,RAIN,0.9290772676467896,0.8
Mask2Former-Swin-S,1161197,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9140743613243103,0.8
Mask2Former-Swin-S,1161197,Sunset-FOGGY,Sunset,FOGGY,0.9133895635604858,0.8
Mask2Former-Swin-S,1161197,Sunset-RAIN,Sunset,RAIN,0.9035392999649048,0.8
Mask2Former-Swin-S,1161197,Night-EXTRASUNNY,Night,EXTRASUNNY,0.7311216592788696,0.8
Mask2Former-Swin-S,1161197,Night-FOGGY,Night,FOGGY,0.8244439363479614,0.8
Mask2Former-Swin-S,1161197,Night-RAIN,Night,RAIN,0.7474532723426819,0.8
Mask2Former-Swin-S,1162709,Day-FOGGY,Day,FOGGY,0.985637903213501,0.8
Mask2Former-Swin-S,1162709,Day-RAIN,Day,RAIN,0.9732705354690552,0.8
Mask2Former-Swin-S,1162709,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9703118801116943,0.8
Mask2Former-Swin-S,1162709,Sunset-FOGGY,Sunset,FOGGY,0.9285024404525757,0.8
Mask2Former-Swin-S,1162709,Sunset-RAIN,Sunset,RAIN,0.9616686105728149,0.8
Mask2Former-Swin-S,1162709,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9494298100471497,0.8
Mask2Former-Swin-S,1162709,Night-FOGGY,Night,FOGGY,0.9157693982124329,0.8
Mask2Former-Swin-S,1162709,Night-RAIN,Night,RAIN,0.9524419903755188,0.8
Mask2Former-Swin-S,1163548,Day-FOGGY,Day,FOGGY,0.9797879457473755,0.8
Mask2Former-Swin-S,1163548,Day-RAIN,Day,RAIN,0.970177412033081,0.8
Mask2Former-Swin-S,1163548,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9799541234970093,0.8
Mask2Former-Swin-S,1163548,Sunset-FOGGY,Sunset,FOGGY,0.9370388984680176,0.8
Mask2Former-Swin-S,1163548,Sunset-RAIN,Sunset,RAIN,0.943202018737793,0.8
Mask2Former-Swin-S,1163548,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8827910423278809,0.8
Mask2Former-Swin-S,1163548,Night-FOGGY,Night,FOGGY,0.9422857165336609,0.8
Mask2Former-Swin-S,1163548,Night-RAIN,Night,RAIN,0.8768320679664612,0.8
Mask2Former-Swin-S,11642190,Day-FOGGY,Day,FOGGY,0.9637627005577087,0.8
Mask2Former-Swin-S,11642190,Day-RAIN,Day,RAIN,0.9858670830726624,0.8
Mask2Former-Swin-S,11642190,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.8493103384971619,0.8
Mask2Former-Swin-S,11642190,Sunset-FOGGY,Sunset,FOGGY,0.7836379408836365,0.8
Mask2Former-Swin-S,11642190,Sunset-RAIN,Sunset,RAIN,0.9652581214904785,0.8
Mask2Former-Swin-S,11642190,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8742129802703857,0.8
Mask2Former-Swin-S,11642190,Night-FOGGY,Night,FOGGY,0.8436221480369568,0.8
Mask2Former-Swin-S,11642190,Night-RAIN,Night,RAIN,0.949651837348938,0.8
Mask2Former-Swin-S,1169181,Day-FOGGY,Day,FOGGY,0.9659815430641174,0.8
Mask2Former-Swin-S,1169181,Day-RAIN,Day,RAIN,0.963874340057373,0.8
Mask2Former-Swin-S,1169181,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9776998162269592,0.8
Mask2Former-Swin-S,1169181,Sunset-FOGGY,Sunset,FOGGY,0.9457733631134033,0.8
Mask2Former-Swin-S,1169181,Sunset-RAIN,Sunset,RAIN,0.9755170345306396,0.8
Mask2Former-Swin-S,1169181,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9124611616134644,0.8
Mask2Former-Swin-S,1169181,Night-FOGGY,Night,FOGGY,0.9515081644058228,0.8
Mask2Former-Swin-S,1169181,Night-RAIN,Night,RAIN,0.665675699710846,0.8
Mask2Former-Swin-S,11721222,Day-FOGGY,Day,FOGGY,0.9891073107719421,0.8
Mask2Former-Swin-S,11721222,Day-RAIN,Day,RAIN,0.9880231618881226,0.8
Mask2Former-Swin-S,11721222,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.99546217918396,0.8
Mask2Former-Swin-S,11721222,Sunset-FOGGY,Sunset,FOGGY,0.9853470325469971,0.8
Mask2Former-Swin-S,11721222,Sunset-RAIN,Sunset,RAIN,0.9881188869476318,0.8
Mask2Former-Swin-S,11721222,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8874739408493042,0.8
Mask2Former-Swin-S,11721222,Night-FOGGY,Night,FOGGY,0.8744314312934875,0.8
Mask2Former-Swin-S,11721222,Night-RAIN,Night,RAIN,0.5602772235870361,0.8
Mask2Former-Swin-S,11802146,Day-FOGGY,Day,FOGGY,0.9556068181991577,0.8
Mask2Former-Swin-S,11802146,Day-RAIN,Day,RAIN,0.9558659791946411,0.8
Mask2Former-Swin-S,11802146,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9553439617156982,0.8
Mask2Former-Swin-S,11802146,Sunset-FOGGY,Sunset,FOGGY,0.9436840415000916,0.8
Mask2Former-Swin-S,11802146,Sunset-RAIN,Sunset,RAIN,0.9467993378639221,0.8
Mask2Former-Swin-S,11802146,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9363181591033936,0.8
Mask2Former-Swin-S,11802146,Night-FOGGY,Night,FOGGY,0.6296054720878601,0.8
Mask2Former-Swin-S,11802146,Night-RAIN,Night,RAIN,0.9460160136222839,0.8
Mask2Former-Swin-S,1184775,Day-FOGGY,Day,FOGGY,0.9835770726203918,0.8
Mask2Former-Swin-S,1184775,Day-RAIN,Day,RAIN,0.9865097999572754,0.8
Mask2Former-Swin-S,1184775,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9842996001243591,0.8
Mask2Former-Swin-S,1184775,Sunset-FOGGY,Sunset,FOGGY,0.9730441570281982,0.8
Mask2Former-Swin-S,1184775,Sunset-RAIN,Sunset,RAIN,0.9801255464553833,0.8
Mask2Former-Swin-S,1184775,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9455815553665161,0.8
Mask2Former-Swin-S,1184775,Night-FOGGY,Night,FOGGY,0.5147744417190552,0.8
Mask2Former-Swin-S,1184775,Night-RAIN,Night,RAIN,0.5762839913368225,0.8
Mask2Former-Swin-S,11921147,Day-FOGGY,Day,FOGGY,0.9820178747177124,0.8
Mask2Former-Swin-S,11921147,Day-RAIN,Day,RAIN,0.9927105903625488,0.8
Mask2Former-Swin-S,11921147,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.960061252117157,0.8
Mask2Former-Swin-S,11921147,Sunset-FOGGY,Sunset,FOGGY,0.9055588245391846,0.8
Mask2Former-Swin-S,11921147,Sunset-RAIN,Sunset,RAIN,0.9854567050933838,0.8
Mask2Former-Swin-S,11921147,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9478664398193359,0.8
Mask2Former-Swin-S,11921147,Night-FOGGY,Night,FOGGY,0.6366546750068665,0.8
Mask2Former-Swin-S,11921147,Night-RAIN,Night,RAIN,0.6305055022239685,0.8
Mask2Former-Swin-S,119342,Day-FOGGY,Day,FOGGY,0.9894601106643677,0.8
Mask2Former-Swin-S,119342,Day-RAIN,Day,RAIN,0.9758654236793518,0.8
Mask2Former-Swin-S,119342,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.967194676399231,0.8
Mask2Former-Swin-S,119342,Sunset-FOGGY,Sunset,FOGGY,0.9130855798721313,0.8
