model,reference_model,loc_id,sec_condition,pixel_agreement_masked,metric_type,reference_input_source,model_input_source,adapter_input_norm,conf_threshold,coverage_masked,coverage_ref_masked,clean_path,sec_path
DeepLabV3+-R101,SegFormer-B5,709297,Sunset-RAIN,0.8254338703342562,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9665635228157043,0.9665635228157043,/home/ace/Downloads/Dataset/Day/709297_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/709297_Sunset_RAIN.png
PIDNet-M,SegFormer-B5,706997,Day-FOGGY,0.9541452465102995,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9848939180374146,0.9848939180374146,/home/ace/Downloads/Dataset/Day/706997_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/706997_Day_FOGGY.png
PIDNet-M,SegFormer-B5,709297,Sunset-RAIN,0.7448570173229833,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9665635228157043,0.9665635228157043,/home/ace/Downloads/Dataset/Day/709297_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/709297_Sunset_RAIN.png
DDRNet-23,SegFormer-B5,706997,Day-FOGGY,0.9295076041555104,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9848939180374146,0.9848939180374146,/home/ace/Downloads/Dataset/Day/706997_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/706997_Day_FOGGY.png
DDRNet-23,SegFormer-B5,709297,Sunset-RAIN,0.5001935385960296,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9665635228157043,0.9665635228157043,/home/ace/Downloads/Dataset/Day/709297_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/709297_Sunset_RAIN.png
SegFormer-B0,SegFormer-B5,721627,Day-FOGGY,0.9307111364318851,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9787852764129639,0.9787852764129639,/home/ace/Downloads/Dataset/Day/721627_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/721627_Day_FOGGY.png
SegFormer-B0,SegFormer-B5,730301,Sunset-FOGGY,0.8955477757228442,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9880133867263794,0.9880133867263794,/home/ace/Downloads/Dataset/Day/730301_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/730301_Sunset_FOGGY.png
SegFormer-B2,SegFormer-B5,721627,Day-FOGGY,0.9254804008789926,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9787852764129639,0.9787852764129639,/home/ace/Downloads/Dataset/Day/721627_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/721627_Day_FOGGY.png
SegFormer-B2,SegFormer-B5,730301,Sunset-FOGGY,0.9308951045995789,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9880133867263794,0.9880133867263794,/home/ace/Downloads/Dataset/Day/730301_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/730301_Sunset_FOGGY.png
SegFormer-B5,SegFormer-B5,721627,Day-FOGGY,0.9805072449532298,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9787852764129639,0.9787852764129639,/home/ace/Downloads/Dataset/Day/721627_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/721627_Day_FOGGY.png
SegFormer-B5,SegFormer-B5,730301,Sunset-FOGGY,0.9386509651453362,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9880133867263794,0.9880133867263794,/home/ace/Downloads/Dataset/Day/730301_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/730301_Sunset_FOGGY.png
Mask2Former-Swin-S,SegFormer-B5,721627,Day-FOGGY,0.9207099296413025,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9787852764129639,0.9787852764129639,/home/ace/Downloads/Dataset/Day/721627_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/721627_Day_FOGGY.png
Mask2Former-Swin-S,SegFormer-B5,730301,Sunset-FOGGY,0.9355693061874507,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9880133867263794,0.9880133867263794,/home/ace/Downloads/Dataset/Day/730301_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/730301_Sunset_FOGGY.png
Mask2Former-Swin-L,SegFormer-B5,721627,Day-FOGGY,0.9373608331906701,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9787852764129639,0.9787852764129639,/home/ace/Downloads/Dataset/Day/721627_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/721627_Day_FOGGY.png
Mask2Former-Swin-L,SegFormer-B5,730301,Sunset-FOGGY,0.9156981108574263,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9880133867263794,0.9880133867263794,/home/ace/Downloads/Dataset/Day/730301_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/730301_Sunset_FOGGY.png
DeepLabV3+-R101,SegFormer-B5,721627,Day-FOGGY,0.9308851387949495,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9787852764129639,0.9787852764129639,/home/ace/Downloads/Dataset/Day/721627_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/721627_Day_FOGGY.png
DeepLabV3+-R101,SegFormer-B5,730301,Sunset-FOGGY,0.9241901887363196,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9880133867263794,0.9880133867263794,/home/ace/Downloads/Dataset/Day/730301_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/730301_Sunset_FOGGY.png
PIDNet-M,SegFormer-B5,721627,Day-FOGGY,0.8929930370989877,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9787852764129639,0.9787852764129639,/home/ace/Downloads/Dataset/Day/721627_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/721627_Day_FOGGY.png
PIDNet-M,SegFormer-B5,730301,Sunset-FOGGY,0.779200414594897,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9880133867263794,0.9880133867263794,/home/ace/Downloads/Dataset/Day/730301_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/730301_Sunset_FOGGY.png
DDRNet-23,SegFormer-B5,721627,Day-FOGGY,0.7766993996918474,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9787852764129639,0.9787852764129639,/home/ace/Downloads/Dataset/Day/721627_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/721627_Day_FOGGY.png
DDRNet-23,SegFormer-B5,730301,Sunset-FOGGY,0.2699526574443027,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9880133867263794,0.9880133867263794,/home/ace/Downloads/Dataset/Day/730301_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/730301_Sunset_FOGGY.png
SegFormer-B0,SegFormer-B5,7402052,Sunset-RAIN,0.9072874831306966,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9823156595230103,0.9823156595230103,/home/ace/Downloads/Dataset/Day/7402052_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/7402052_Sunset_RAIN.png
SegFormer-B0,SegFormer-B5,740535,Sunset-FOGGY,0.8609195679903034,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9781469106674194,0.9781469106674194,/home/ace/Downloads/Dataset/Day/740535_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/740535_Sunset_FOGGY.png
SegFormer-B2,SegFormer-B5,7402052,Sunset-RAIN,0.9439293158710992,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9823156595230103,0.9823156595230103,/home/ace/Downloads/Dataset/Day/7402052_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/7402052_Sunset_RAIN.png
SegFormer-B2,SegFormer-B5,740535,Sunset-FOGGY,0.8489825170759983,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9781469106674194,0.9781469106674194,/home/ace/Downloads/Dataset/Day/740535_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/740535_Sunset_FOGGY.png
SegFormer-B5,SegFormer-B5,7402052,Sunset-RAIN,0.9364097871881102,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9823156595230103,0.9823156595230103,/home/ace/Downloads/Dataset/Day/7402052_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/7402052_Sunset_RAIN.png
SegFormer-B5,SegFormer-B5,740535,Sunset-FOGGY,0.8822908937932166,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9781469106674194,0.9781469106674194,/home/ace/Downloads/Dataset/Day/740535_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/740535_Sunset_FOGGY.png
Mask2Former-Swin-S,SegFormer-B5,7402052,Sunset-RAIN,0.8883038191599493,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9823156595230103,0.9823156595230103,/home/ace/Downloads/Dataset/Day/7402052_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/7402052_Sunset_RAIN.png
Mask2Former-Swin-S,SegFormer-B5,740535,Sunset-FOGGY,0.8962094962826249,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9781469106674194,0.9781469106674194,/home/ace/Downloads/Dataset/Day/740535_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/740535_Sunset_FOGGY.png
Mask2Former-Swin-L,SegFormer-B5,7402052,Sunset-RAIN,0.9056952110473593,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9823156595230103,0.9823156595230103,/home/ace/Downloads/Dataset/Day/7402052_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/7402052_Sunset_RAIN.png
Mask2Former-Swin-L,SegFormer-B5,740535,Sunset-FOGGY,0.8329835100984428,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9781469106674194,0.9781469106674194,/home/ace/Downloads/Dataset/Day/740535_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/740535_Sunset_FOGGY.png
DeepLabV3+-R101,SegFormer-B5,7402052,Sunset-RAIN,0.9089972041559028,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9823156595230103,0.9823156595230103,/home/ace/Downloads/Dataset/Day/7402052_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/7402052_Sunset_RAIN.png
DeepLabV3+-R101,SegFormer-B5,740535,Sunset-FOGGY,0.8742405596872204,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9781469106674194,0.9781469106674194,/home/ace/Downloads/Dataset/Day/740535_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/740535_Sunset_FOGGY.png
PIDNet-M,SegFormer-B5,7402052,Sunset-RAIN,0.712640470332677,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9823156595230103,0.9823156595230103,/home/ace/Downloads/Dataset/Day/7402052_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/7402052_Sunset_RAIN.png
PIDNet-M,SegFormer-B5,740535,Sunset-FOGGY,0.8444122548405631,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9781469106674194,0.9781469106674194,/home/ace/Downloads/Dataset/Day/740535_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/740535_Sunset_FOGGY.png
DDRNet-23,SegFormer-B5,7402052,Sunset-RAIN,0.27617615327869904,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9823156595230103,0.9823156595230103,/home/ace/Downloads/Dataset/Day/7402052_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/7402052_Sunset_RAIN.png
DDRNet-23,SegFormer-B5,740535,Sunset-FOGGY,0.31940948864399077,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9781469106674194,0.9781469106674194,/home/ace/Downloads/Dataset/Day/740535_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/740535_Sunset_FOGGY.png
SegFormer-B0,SegFormer-B5,754244,Night-RAIN,0.6688133675889996,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9761756658554077,0.9761756658554077,/home/ace/Downloads/Dataset/Day/754244_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/754244_Night_RAIN.png
SegFormer-B0,SegFormer-B5,7601172,Night-EXTRASUNNY,0.5293990938336138,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9742912650108337,0.9742912650108337,/home/ace/Downloads/Dataset/Day/7601172_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/7601172_Night_EXTRASUNNY.png
SegFormer-B2,SegFormer-B5,754244,Night-RAIN,0.6597371168397741,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9761756658554077,0.9761756658554077,/home/ace/Downloads/Dataset/Day/754244_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/754244_Night_RAIN.png
SegFormer-B2,SegFormer-B5,7601172,Night-EXTRASUNNY,0.7871411211764938,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9742912650108337,0.9742912650108337,/home/ace/Downloads/Dataset/Day/7601172_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/7601172_Night_EXTRASUNNY.png
SegFormer-B5,SegFormer-B5,754244,Night-RAIN,0.703119873257787,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9761756658554077,0.9761756658554077,/home/ace/Downloads/Dataset/Day/754244_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/754244_Night_RAIN.png
SegFormer-B5,SegFormer-B5,7601172,Night-EXTRASUNNY,0.788596513486767,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9742912650108337,0.9742912650108337,/home/ace/Downloads/Dataset/Day/7601172_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/7601172_Night_EXTRASUNNY.png
Mask2Former-Swin-S,SegFormer-B5,754244,Night-RAIN,0.6635202480815607,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9761756658554077,0.9761756658554077,/home/ace/Downloads/Dataset/Day/754244_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/754244_Night_RAIN.png
Mask2Former-Swin-S,SegFormer-B5,7601172,Night-EXTRASUNNY,0.9043343173161235,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9742912650108337,0.9742912650108337,/home/ace/Downloads/Dataset/Day/7601172_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/7601172_Night_EXTRASUNNY.png
Mask2Former-Swin-L,SegFormer-B5,754244,Night-RAIN,0.7231887035093298,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9761756658554077,0.9761756658554077,/home/ace/Downloads/Dataset/Day/754244_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/754244_Night_RAIN.png
Mask2Former-Swin-L,SegFormer-B5,7601172,Night-EXTRASUNNY,0.9131986207324329,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9742912650108337,0.9742912650108337,/home/ace/Downloads/Dataset/Day/7601172_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/7601172_Night_EXTRASUNNY.png
DeepLabV3+-R101,SegFormer-B5,754244,Night-RAIN,0.7533828408377817,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9761756658554077,0.9761756658554077,/home/ace/Downloads/Dataset/Day/754244_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/754244_Night_RAIN.png
DeepLabV3+-R101,SegFormer-B5,7601172,Night-EXTRASUNNY,0.8442786616706279,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9742912650108337,0.9742912650108337,/home/ace/Downloads/Dataset/Day/7601172_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/7601172_Night_EXTRASUNNY.png
PIDNet-M,SegFormer-B5,754244,Night-RAIN,0.5318107759020956,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9761756658554077,0.9761756658554077,/home/ace/Downloads/Dataset/Day/754244_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/754244_Night_RAIN.png
PIDNet-M,SegFormer-B5,7601172,Night-EXTRASUNNY,0.44850161130706184,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9742912650108337,0.9742912650108337,/home/ace/Downloads/Dataset/Day/7601172_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/7601172_Night_EXTRASUNNY.png
DDRNet-23,SegFormer-B5,754244,Night-RAIN,0.47691203741484156,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9761756658554077,0.9761756658554077,/home/ace/Downloads/Dataset/Day/754244_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/754244_Night_RAIN.png
DDRNet-23,SegFormer-B5,7601172,Night-EXTRASUNNY,0.40274612962070144,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9742912650108337,0.9742912650108337,/home/ace/Downloads/Dataset/Day/7601172_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/7601172_Night_EXTRASUNNY.png
SegFormer-B0,SegFormer-B5,764275,Sunset-EXTRASUNNY,0.7408398842748181,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.939979076385498,0.939979076385498,/home/ace/Downloads/Dataset/Day/764275_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/764275_Sunset_EXTRASUNNY.png
SegFormer-B0,SegFormer-B5,80078,Sunset-RAIN,0.9261156597237843,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9769915342330933,0.9769915342330933,/home/ace/Downloads/Dataset/Day/80078_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/80078_Sunset_RAIN.png
SegFormer-B2,SegFormer-B5,764275,Sunset-EXTRASUNNY,0.839512551506473,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.939979076385498,0.939979076385498,/home/ace/Downloads/Dataset/Day/764275_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/764275_Sunset_EXTRASUNNY.png
SegFormer-B2,SegFormer-B5,80078,Sunset-RAIN,0.9256365558504656,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9769915342330933,0.9769915342330933,/home/ace/Downloads/Dataset/Day/80078_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/80078_Sunset_RAIN.png
SegFormer-B5,SegFormer-B5,764275,Sunset-EXTRASUNNY,0.8673935532891084,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.939979076385498,0.939979076385498,/home/ace/Downloads/Dataset/Day/764275_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/764275_Sunset_EXTRASUNNY.png
SegFormer-B5,SegFormer-B5,80078,Sunset-RAIN,0.9685703360475055,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9769915342330933,0.9769915342330933,/home/ace/Downloads/Dataset/Day/80078_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/80078_Sunset_RAIN.png
Mask2Former-Swin-S,SegFormer-B5,764275,Sunset-EXTRASUNNY,0.8554551564920073,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.939979076385498,0.939979076385498,/home/ace/Downloads/Dataset/Day/764275_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/764275_Sunset_EXTRASUNNY.png
Mask2Former-Swin-S,SegFormer-B5,80078,Sunset-RAIN,0.9135335597642719,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9769915342330933,0.9769915342330933,/home/ace/Downloads/Dataset/Day/80078_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/80078_Sunset_RAIN.png
Mask2Former-Swin-L,SegFormer-B5,764275,Sunset-EXTRASUNNY,0.8565393494842046,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.939979076385498,0.939979076385498,/home/ace/Downloads/Dataset/Day/764275_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/764275_Sunset_EXTRASUNNY.png
Mask2Former-Swin-L,SegFormer-B5,80078,Sunset-RAIN,0.9496204282693779,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9769915342330933,0.9769915342330933,/home/ace/Downloads/Dataset/Day/80078_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/80078_Sunset_RAIN.png
DeepLabV3+-R101,SegFormer-B5,764275,Sunset-EXTRASUNNY,0.8677734591893392,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.939979076385498,0.939979076385498,/home/ace/Downloads/Dataset/Day/764275_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/764275_Sunset_EXTRASUNNY.png
DeepLabV3+-R101,SegFormer-B5,80078,Sunset-RAIN,0.9362336362409465,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9769915342330933,0.9769915342330933,/home/ace/Downloads/Dataset/Day/80078_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/80078_Sunset_RAIN.png
PIDNet-M,SegFormer-B5,764275,Sunset-EXTRASUNNY,0.5244606797393261,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.939979076385498,0.939979076385498,/home/ace/Downloads/Dataset/Day/764275_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/764275_Sunset_EXTRASUNNY.png
PIDNet-M,SegFormer-B5,80078,Sunset-RAIN,0.8526643123847226,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9769915342330933,0.9769915342330933,/home/ace/Downloads/Dataset/Day/80078_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/80078_Sunset_RAIN.png
DDRNet-23,SegFormer-B5,764275,Sunset-EXTRASUNNY,0.13938104561793155,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.939979076385498,0.939979076385498,/home/ace/Downloads/Dataset/Day/764275_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/764275_Sunset_EXTRASUNNY.png
DDRNet-23,SegFormer-B5,80078,Sunset-RAIN,0.3342463673579558,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9769915342330933,0.9769915342330933,/home/ace/Downloads/Dataset/Day/80078_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/80078_Sunset_RAIN.png
SegFormer-B0,SegFormer-B5,802754,Day-FOGGY,0.8843145768401401,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9793626666069031,0.9793626666069031,/home/ace/Downloads/Dataset/Day/802754_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/802754_Day_FOGGY.png
SegFormer-B0,SegFormer-B5,807294,Day-FOGGY,0.7617540465305178,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9739671349525452,0.9739671349525452,/home/ace/Downloads/Dataset/Day/807294_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/807294_Day_FOGGY.png
SegFormer-B2,SegFormer-B5,802754,Day-FOGGY,0.8803210526433888,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9793626666069031,0.9793626666069031,/home/ace/Downloads/Dataset/Day/802754_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/802754_Day_FOGGY.png
SegFormer-B2,SegFormer-B5,807294,Day-FOGGY,0.8986504514007384,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9739671349525452,0.9739671349525452,/home/ace/Downloads/Dataset/Day/807294_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/807294_Day_FOGGY.png
SegFormer-B5,SegFormer-B5,802754,Day-FOGGY,0.9625133790633645,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9793626666069031,0.9793626666069031,/home/ace/Downloads/Dataset/Day/802754_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/802754_Day_FOGGY.png
SegFormer-B5,SegFormer-B5,807294,Day-FOGGY,0.9553010325386462,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9739671349525452,0.9739671349525452,/home/ace/Downloads/Dataset/Day/807294_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/807294_Day_FOGGY.png
Mask2Former-Swin-S,SegFormer-B5,802754,Day-FOGGY,0.8793847986913761,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9793626666069031,0.9793626666069031,/home/ace/Downloads/Dataset/Day/802754_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/802754_Day_FOGGY.png
Mask2Former-Swin-S,SegFormer-B5,807294,Day-FOGGY,0.9136317100205041,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9739671349525452,0.9739671349525452,/home/ace/Downloads/Dataset/Day/807294_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/807294_Day_FOGGY.png
Mask2Former-Swin-L,SegFormer-B5,802754,Day-FOGGY,0.8936917015027185,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9793626666069031,0.9793626666069031,/home/ace/Downloads/Dataset/Day/802754_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/802754_Day_FOGGY.png
Mask2Former-Swin-L,SegFormer-B5,807294,Day-FOGGY,0.9317435829457671,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9739671349525452,0.9739671349525452,/home/ace/Downloads/Dataset/Day/807294_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/807294_Day_FOGGY.png
DeepLabV3+-R101,SegFormer-B5,802754,Day-FOGGY,0.9078852889765493,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9793626666069031,0.9793626666069031,/home/ace/Downloads/Dataset/Day/802754_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/802754_Day_FOGGY.png
DeepLabV3+-R101,SegFormer-B5,807294,Day-FOGGY,0.8955604504700152,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9739671349525452,0.9739671349525452,/home/ace/Downloads/Dataset/Day/807294_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/807294_Day_FOGGY.png
PIDNet-M,SegFormer-B5,802754,Day-FOGGY,0.8605778184665854,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9793626666069031,0.9793626666069031,/home/ace/Downloads/Dataset/Day/802754_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/802754_Day_FOGGY.png
PIDNet-M,SegFormer-B5,807294,Day-FOGGY,0.8096902384061506,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9739671349525452,0.9739671349525452,/home/ace/Downloads/Dataset/Day/807294_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/807294_Day_FOGGY.png
DDRNet-23,SegFormer-B5,802754,Day-FOGGY,0.6751406344312579,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9793626666069031,0.9793626666069031,/home/ace/Downloads/Dataset/Day/802754_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/802754_Day_FOGGY.png
DDRNet-23,SegFormer-B5,807294,Day-FOGGY,0.719219997574479,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9739671349525452,0.9739671349525452,/home/ace/Downloads/Dataset/Day/807294_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/807294_Day_FOGGY.png
SegFormer-B0,SegFormer-B5,8211195,Sunset-EXTRASUNNY,0.8991347649401674,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9777123332023621,0.9777123332023621,/home/ace/Downloads/Dataset/Day/8211195_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/8211195_Sunset_EXTRASUNNY.png
